CATID,RA_OBJ,DEC_OBJ,z_spec,Mstar,ellip,PA,r_e,SURV_SAMI,BAD_CLASS
"9011900752",13.9269009084512,-1.77984217659541,0.043982033,9.632451,0.4847868,164.23543,2.0332625,7,0
"9011900982",14.3076869740028,-0.647313529506709,0.042248316,10.885021,0.2674987,127.982376,4.984141,2,0
"9011901148",14.1494833771467,-0.53112232850726,0.043286644,10.7946205,0.33252215,125.68238,7.4793925,2,0
"9011901390",14.0735642422709,-0.429767189084246,0.045164082,9.618623,0.435109,168.01222,5.059407,2,3
"9008501601",11.3267818498067,-8.9374137572229,0.056306586,10.475833,0.25884423,241.11852,1.8055687,2,0
"9091700242",355.5073242,-28.949995,0.053417232,10.118936,0.55277723,126.58199,2.4432044,7,0
"9044200004",6.3843665,-33.0308151,0.05000233,11.016754,0.14546789,187.6704,5.670246,7,0
"9044200062",6.2494626,-33.0520096,0.05249747,10.253111,0.41963804,98.99368,1.0837455,7,0
"9044200155",6.2080545,-33.2189026,0.04910391,10.732547,0.5126584,2.5498006,2.747974,7,0
"9044200158",6.5119853,-32.8477287,0.05182988,11.305182,0.38607442,170.4217,11.7553,7,0
"9403800001",356.9378052,-28.1406612,0.028922027,11.29809,0.49596292,120.11856,29.209238,7,0
"9403800032",356.9564819,-28.2036457,0.03192187,10.138829,0.2997258,99.27714,4.39474,7,0
"9403800184",356.8110657,-27.9578171,0.028651945,11.116923,0.14929721,47.587006,9.083421,7,0
"9403800215",356.8004761,-27.9300327,0.029359289,10.624117,0.20637433,34.155582,6.773552,7,0
"9403800456",357.2279358,-27.8175735,0.034327593,9.524695,0.12171968,31.886347,2.697342,8,0
"9403800673",356.7165222,-28.6584244,0.034003675,9.373031,0.87916803,108.44978,9.595699,3,0
"9403801272",357.8791504,-28.0197315,0.03505724,10.2891245,0.39006138,126.88537,12.774247,2,0
"9403801642",356.2661438,-27.3448486,0.027562182,10.001371,0.3157207,186.6081,6.2678676,2,0
"9403801686",355.8000793,-28.0280724,0.028229373,10.022642,1.07385975E-4,175.39062,2.825701,2,0
"9239900659",329.035006968667,-8.15720437310591,0.055636305,10.035913,0.30343854,138.14973,2.7940018,2,0
"9239901253",329.057154494615,-8.51216489517853,0.05936687,10.05677,0.5312442,243.49965,1.238628,2,0
"9388000044",337.0282593,-30.6522961,0.058018915,10.121547,0.38230705,154.86967,2.3110757,7,0
"9388000068",336.8488159,-30.4957733,0.056168,11.207246,0.19641653,97.494,5.456844,7,0
"9388000113",337.1291504,-30.4425621,0.05317283,9.838664,0.3135994,137.84096,6.3596587,3,0
"9388000139",336.8138733,-30.4002247,0.058309432,11.059165,0.5366752,105.53956,12.044449,7,0
"9388000153",337.0885315,-30.7932644,0.0541991,9.584008,0.22390978,120.40333,3.881645,3,0
"9388000827",336.3853149,-31.0412617,0.05929885,10.125667,0.444727,40.15112,1.133778,2,0
"9388000921",336.9178467,-29.8455009,0.05302719,10.7903,0.54322,121.96256,2.842456,2,0
"9388001003",336.1317444,-30.3336372,0.05730727,10.026581,0.55762696,44.14572,1.9570101,2,1
"9008500296",10.4822367659678,-9.04299037305988,0.05799968,10.461699,0.49451277,158.72804,3.8455904,7,0
"9008500586",10.1679021976198,-8.9889329280971,0.058626965,10.063623,0.642686,175.69469,3.2496846,7,0
"9008500683",10.7444083254739,-8.91821674092605,0.05697608,9.500371,0.10202309,180.80022,2.219268,3,0
"9008500794",10.19364654691,-8.83474648363015,0.053780857,10.9347725,0.109118834,176.46552,5.1719723,7,0
"9011901741",13.6669060786427,-0.407081424059229,0.043060277,9.983164,0.842042,269.25146,3.419133,2,0
"9011902364",14.0817002432703,-0.125790382820287,0.04327934,10.903592,0.71007293,167.9974,6.5510607,2,0
"9011902438",15.1420629680031,-1.68474824042567,0.04286024,10.709504,0.32813057,268.34323,12.483426,2,1
"9011902698",15.2946339411214,-1.16644592115096,0.04331082,10.564873,0.07749425,186.62749,5.6178474,2,0
"9016800009",18.7750333856605,0.415359972937466,0.045187987,9.997855,0.16634127,85.5943,0.97725844,7,0
"9016800163",18.6967815582829,0.632109452177449,0.047188506,9.62191,0.26688838,143.07498,7.352621,8,0
"9016800246",18.6324186518232,0.66717701803663,0.046588052,9.721532,0.71217585,215.40938,4.382415,7,0
"9016800361",18.402479407183,0.406944983206158,0.04580594,9.847951,0.3605947,170.56512,1.9321855,7,0
"9016800416",18.4452223466568,0.202037282126929,0.04510655,10.718145,0.4476807,155.76141,4.5209665,7,0
"9016801112",19.0938360697309,-0.209269529731298,0.042157456,10.151652,0.63621897,128.17603,4.026974,2,0
"9239900002",329.391028079346,-7.78956597256187,0.060747277,10.362628,0.15183996,318.66812,3.2989714,8,0
"9239900208",329.464867463941,-7.57880265309726,0.060036227,10.0424,0.7733541,183.8189,3.127889,7,0
"9239900354",329.075637234865,-7.82395442824571,0.059637625,10.372797,0.32371438,115.92226,4.151529,7,0
"9239900390",329.390540555286,-7.45815352681466,0.057868656,11.083967,0.58432096,165.65462,5.372238,7,0
"9239900536",329.145072107864,-8.15462578831879,0.058029763,10.031836,,,,2,0
"9091700061",355.4000854,-29.1180382,0.049578972,10.382508,,,,7,0
"9091700231",355.7219238,-29.285429,0.05448054,10.479834,0.6557767,59.803223,3.661534,7,0
"9044200104",6.5648503,-33.0378647,0.04799703,10.646573,,,,8,0
"9403800272",356.7293701,-28.3618107,0.024287527,9.998219,0.2180697,166.88205,10.33273,8,0
"9403800581",357.203186,-27.6994762,0.03403267,9.570333,0.77114475,30.106228,4.501793,7,0
"9403800745",356.4815063,-27.7201042,0.026335489,9.546013,0.6028781,81.5225,3.719601,7,0
"9403801010",357.6470947,-27.7938366,0.029612962,10.677064,0.45745385,64.21872,4.5681887,2,0
"9403801531",357.9766235,-27.9298878,0.02934613,11.021887,0.19595487,140.12413,8.312915,2,0
"9011900068",13.9831387943909,-1.2973197831752,0.045983512,9.685364,0.27217135,162.20526,2.2598004,7,0
"9011900097",14.1709484403845,-1.30734338532248,0.046673775,9.843629,0.45455775,155.95132,1.2456899,7,0
"9011900100",14.0436037847755,-1.14018139775835,0.048277084,10.375867,0.4670971,148.11113,2.7644145,7,0
"9011900169",14.0325173551853,-1.42970035266655,0.04636541,9.52414,0.25699627,241.44914,2.2379065,7,0
"9011900244",13.912343292509,-1.42092180976081,0.04117863,9.558158,0.6133451,239.46057,3.0322104,7,0
"9011900286",14.2363200534293,-1.45300752280321,0.046103626,10.105435,0.0021979099,205.52715,2.2801187,7,0
"9011900392",14.1637638759641,-1.57745887704601,0.04493108,9.673485,0.35413817,152.54443,3.4980397,7,0
"9011901567",13.4787070399345,-1.9102000596667,0.045669753,10.047117,0.13087666,129.38638,3.2266436,2,0
"9388000007",336.960968,-30.5620499,0.056003157,10.898729,0.08278163,149.40662,2.4040449,7,0
"9388000035",336.9555054,-30.6387043,0.05864474,10.300121,0.11118965,-9.565257,1.6618462,7,0
"9388000400",337.0000916,-31.0363712,0.055729013,10.139272,0.82435596,76.07714,5.9092517,2,0
"9388001017",336.1921997,-30.9518795,0.058928013,10.98367,0.7043734,105.048706,12.849132,2,0
"9008500516",10.3802214165817,-9.69752448956141,0.05580013,10.646516,0.11781847,124.72261,5.8986864,7,0
"9008500643",10.8653903302464,-9.50947716199816,0.063586734,10.359236,0.7764318,195.5322,2.8703198,7,0
"9008500938",10.7841373891386,-9.82706081203952,0.050711747,10.335156,0.39164943,122.666534,2.3199372,7,0
"9011901733",14.292409343928,-0.346949660330469,0.04301011,10.170214,0.11730222,225.58946,4.600556,2,0
"9011902794",15.0837451446534,-1.99010053729963,0.04497957,10.089705,0.36711425,225.18082,1.5004185,2,0
"9016800061",18.7260634400915,0.303283392979436,0.04425397,10.983491,0.19914807,127.15259,5.677158,7,0
"9016800099",18.8639892885967,0.32443945660031,0.04260203,9.036482,1.4117881E-4,228.88365,3.6368108,3,0
"9016800106",18.7436904439851,0.263287162947415,0.045194887,9.811342,0.29442847,248.52545,1.2049551,7,0
"9016800185",18.9363120413209,0.332404325795034,0.04470326,10.15541,0.42494908,184.0978,5.833736,8,0
"9016800266",19.0079036537804,0.372726631369237,0.04740763,9.812347,0.76802355,122.79906,4.107781,7,0
"9016800393",18.3877428162723,0.496673096641279,0.044063512,10.633718,0.75713074,265.01743,8.414201,7,0
"9016800559",18.3633916800572,0.15247908723726,0.043374326,10.67207,0.11749458,151.36662,12.116698,2,0
"9016800608",18.3103169756881,0.191570334543182,0.044898316,10.0613785,0.040088132,318.8564,1.4999548,2,0
"9016800828",19.2114827915714,0.0580093132548476,0.04705285,9.668376,0.4293067,173.7649,3.3519788,2,0
"9016800877",19.0533060847624,-0.107875024966686,0.046934307,10.884537,0.065586455,189.56177,5.625617,7,0
"9016800980",19.2649633151324,0.0076333744849189,0.045601454,10.547258,0.32634652,208.9819,3.432194,2,0
"9239900236",329.533289895817,-7.99754594410749,0.058950827,10.290834,0.46686712,130.45134,3.5672603,7,0
"9239900337",329.161662920509,-7.59213335951496,0.055984363,10.150816,0.7673341,183.31905,3.3229804,7,0
"9239900362",329.179720143518,-7.54997587603069,0.056284327,10.893538,0.2951045,220.19223,6.8145256,7,0
"9044200335",6.519556,-32.6444626,0.04839722,10.222116,0.51315606,102.172264,3.7115848,2,0
"9239901025",328.711429826609,-7.94516002369154,0.059216514,10.108314,0.7436918,212.97568,3.351373,2,0
"9239901098",328.660978668748,-7.85209724640481,0.060183614,10.060179,0.30035123,277.72137,3.138499,2,0
"9388000120",337.0339966,-30.7649956,0.055476245,10.61892,0.16426517,135.0,3.4410765,7,0
"9388000807",336.4040527,-31.0476379,0.0582472,10.633996,0.37658754,68.04119,2.0912898,2,0
"9008500059",10.394658653985,-9.35004750330196,0.057958335,10.612209,0.07975418,189.47629,3.8551602,7,0
"9008500158",10.3326639193257,-9.39085073790495,0.049173295,10.146747,0.5367208,205.76437,2.4841187,8,0
"9008500205",10.4719188438107,-9.49180109848698,0.05253968,10.028908,1.00301724E-4,228.87361,2.6708047,8,8
"9008500225",10.3009121752371,-9.16952512920515,0.056104586,10.922438,0.10533998,93.3743,3.4707906,7,0
"9008500376",10.4008701614086,-8.99297334859934,0.059909016,10.379381,0.37805402,110.17994,25.300777,8,0
"9008500989",10.4542156404441,-9.95137342699074,0.05184866,10.242996,0.43334523,12.130214,3.6448383,2,0
"9011900036",14.0168603561339,-1.21747760183174,0.0437005,9.669677,0.183999,262.23752,2.2120135,7,0
"9011900078",14.16577086125,-1.23614393384464,0.043706372,9.52447,0.5935215,173.87871,2.3218737,7,0
"9011900264",13.8227078133819,-1.23234497958409,0.0439618,9.560537,0.6080069,115.833595,2.8149967,7,0
"9011900266",13.8577487186249,-1.38391863112819,0.04599469,9.991566,0.16921838,154.51651,3.0886655,7,0
"9011900279",14.27896953085,-1.39740226188563,0.048623506,10.753651,0.30208465,231.76274,6.70004,7,0
"9011900340",13.7710921383661,-1.25258915454807,0.043289483,10.667952,0.076392196,153.76923,4.3788543,7,0
"9011900627",14.2513982996713,-0.825235961912225,0.048809513,10.730188,0.23750849,163.77388,6.9502277,7,0
"9011900807",13.4963212570171,-1.26826790905695,0.053460192,10.605994,0.46130115,135.15625,3.0317261,7,0
"9011901469",14.3648508280659,-0.458912069413684,0.04331427,10.038998,3.442939E-4,135.66661,0.98168695,2,0
"9011901671",14.437673023749,-0.41941955384132,0.043839004,11.4814415,0.24566598,199.61542,19.836775,2,0
"9011902497",14.0923215682856,-0.0780493957661814,0.045111995,9.943717,0.6047719,253.99216,2.6887069,2,0
"9239900009",329.365168140379,-7.80358236909933,0.06149803,10.73147,0.6626698,156.97638,3.578014,7,0
"9239900248",329.143551422381,-7.87154884891543,0.06311853,10.485644,0.80773926,213.63812,3.8444004,7,0
"9239900403",329.527619742581,-8.11178628802844,0.057622973,10.710334,0.15259579,317.86157,3.1031916,7,0
"9011900123",14.1611426806924,-1.35180087071184,0.044617474,10.17018,0.5736427,145.96158,1.7624207,7,0
"9011900124",13.9369913395274,-1.21594196951058,0.041748602,9.971561,0.5778956,229.61775,2.112302,7,0
"9011900273",13.8390765142516,-1.35237843222433,0.041290246,10.776105,0.5485518,181.03886,3.9559724,7,0
"9011900288",14.2964756503598,-1.3801181603224,0.04882711,10.027175,0.71287614,204.06198,4.9351225,8,0
"9011900498",14.1856052992935,-0.874825000450809,0.046787973,10.37744,0.20631938,150.91385,4.1540904,7,0
"9011900535",13.711056580507,-1.47934231361681,0.04629536,10.368544,0.58429796,267.69666,4.311755,7,0
"9011900735",13.6631498262834,-1.60064085804879,0.042181056,9.540265,0.40263465,160.80734,4.910283,8,0
"9011900934",14.4370328875578,-0.745973349965526,0.04486707,9.780722,0.6197431,140.69183,1.9164134,7,0
"9011901210",14.4174153705749,-0.591288066764157,0.045610532,10.662206,0.02846909,155.42503,4.9275064,2,0
"9011901375",14.2719372674255,-0.459715789997953,0.041119773,9.9234,0.2807667,209.05844,4.0927925,2,0
"9011901591",14.0722742005381,-0.369017018694209,0.044118132,10.490711,,,,2,3
"9008501719",9.56467439917041,-9.73012464963597,0.057538673,10.463737,0.12514128,268.96054,2.435043,2,0
"9008502496",11.1940363606713,-10.3043851758994,0.054621488,10.457889,0.44778237,123.44476,5.1513457,2,0
"9091700038",355.4134216,-29.1494808,0.050867274,10.627903,0.5680363,31.153952,3.236611,7,0
"9091700123",355.1948853,-29.1856537,0.047179714,9.674864,0.14308071,146.60883,2.2228587,3,0
"9044200042",6.32546,-33.1196556,0.054702435,10.615635,0.19596854,48.521984,5.579399,7,0
"9044200090",6.27314,-32.9470673,0.04942594,10.208243,0.5140173,156.69003,1.0572393,7,0
"9044200121",6.4153647,-32.8794861,0.047145206,9.908374,0.33907294,47.676506,2.8039474,3,0
"9403800131",356.8057556,-28.0172653,0.033626374,10.159599,0.45708317,110.80781,6.2619414,7,0
"9403800315",356.6809998,-27.9337482,0.030664051,9.55769,0.6324278,142.6704,2.670991,7,0
"9403800349",356.594574,-28.0060005,0.026260396,10.814638,0.6993959,18.749525,5.8582916,7,0
"9403800380",357.3172302,-28.0043335,0.029204328,9.503162,0.60168755,167.4913,2.5561216,7,0
"9403800958",357.7209473,-28.0581684,0.027886385,9.951079,0.65670025,11.750792,6.602568,2,0
"9403801189",357.7618713,-27.7974834,0.02932948,10.034732,0.325909,15.1985,6.510886,2,0
"9403801577",356.653595,-29.0702877,0.03481108,11.099935,0.25983214,172.74074,10.965677,2,0
"9403802503",357.1317749,-26.8460503,0.033526596,10.950864,0.5148626,75.60276,7.5766845,2,0
"9011901760",13.9747069149673,-2.19504900621108,0.04411385,10.429976,0.28289124,72.781906,4.7032623,2,0
"9016800047",18.7728786332031,0.322203738558731,0.041871235,10.661856,0.52249086,255.28555,3.7068856,7,0
"9016800245",18.481086780434,0.411948110600119,0.04638498,9.992801,0.14349061,109.12538,5.533327,8,0
"9016800577",18.7387880397864,-0.0448268442154093,0.047964938,9.575238,0.5296185,170.77724,3.564119,8,0
"9239900021",329.339214948751,-7.81302474987566,0.05872087,10.863462,0.18542737,274.3347,5.880302,7,0
"9239900054",329.470893051049,-7.73860138935871,0.055011798,10.921854,0.07371035,189.53915,4.262621,7,0
"9239900105",329.320142776299,-7.9140293901287,0.057966277,10.867759,0.450393,131.54974,4.34686,7,0
"9239900127",329.249398331515,-7.85757136356011,0.06521076,10.322269,0.40087128,225.31781,3.833837,7,0
"9239900357",329.091674507308,-7.90804797574193,0.056212336,9.886854,0.4640958,246.46532,4.4524794,3,0
"9239900663",329.851710950407,-7.57852424265885,0.0580355,10.4245205,0.24247274,297.67285,6.760973,2,0
"9388000021",336.9213257,-30.5900574,0.052668598,9.589418,0.1568288,158.30382,4.2609777,3,0
"9388000065",336.9373474,-30.6993217,0.05700551,11.150251,0.45357454,30.998564,4.6445303,7,0
"9388000067",337.0133667,-30.4474659,0.060429752,10.0424385,0.49134707,3.4920735,1.4901084,7,0
"9388000195",336.6381836,-30.5897827,0.058712106,10.491165,0.06862417,74.261826,4.627976,7,0
"9008500268",10.5209393280288,-9.53443863417246,0.052849617,10.652794,0.32618845,192.85657,10.000725,8,0
"9008500351",10.6486777820318,-9.06341922688407,0.05465781,10.453451,0.35111895,217.65196,2.4356058,7,0
"9008500359",10.3038814263812,-9.03814754350423,0.05531848,10.237981,0.2267578,142.41022,1.9267074,7,0
"9008500477",10.391164384978,-8.9323365606595,0.056350026,10.511457,0.44446644,185.14708,5.7268314,7,0
"9008500663",10.1205520228866,-9.62499194953875,0.05632534,10.113906,0.2501879,196.14694,1.7855377,7,0
"9008500723",10.0203598384684,-9.05072593212074,0.05569249,10.790132,0.34235623,107.43462,8.173217,7,0
"9008500735",10.5746161784533,-8.808864782944,0.056649443,10.374859,0.60662335,225.73521,1.9488797,7,0
"9091700072",355.3203125,-29.3562241,0.050953932,10.061882,0.42748395,151.80644,2.2968845,7,0
"9091700137",355.1748352,-29.2752552,0.05144085,10.69759,0.5328684,86.424446,5.2335906,7,0
"9044200249",6.4592476,-32.7180824,0.051641144,10.039982,0.55828446,111.51571,4.2765946,7,0
"9044200383",6.5571094,-32.6170387,0.04761567,10.266959,0.49554938,43.045555,2.1040628,2,0
"9403800064",356.877655,-28.043148,0.027424073,10.093074,0.32915235,174.21591,2.9993024,7,0
"9403800168",357.1091003,-28.2787514,0.027444977,10.57053,0.23627718,35.364613,3.9165943,7,0
"9403800330",357.1960754,-28.3652649,0.0325686,9.410925,0.7936545,114.889885,9.642299,3,0
"9403802645",358.1008301,-29.0229683,0.028977642,10.923486,0.17889352,89.68228,5.957755,2,0
"9239901211",329.160996262326,-7.05576173702925,0.06547473,10.273069,0.53878194,265.9081,2.7021897,2,0
"9388000058",337.0198059,-30.6861706,0.062650904,11.011521,0.5438948,100.46848,5.172917,7,0
"9388000092",336.7858582,-30.5516701,0.053890657,9.693117,0.039434545,106.192345,3.4081595,3,0
"9388000843",337.6246033,-30.9917736,0.057522517,10.326023,0.20648955,162.99223,3.6519747,2,0
"9008500083",10.3769654407501,-9.35906216053447,0.054470547,10.275592,0.67749876,225.75414,2.7884705,7,0
"9008500091",10.5495279094128,-9.36774135707344,0.052141238,10.635392,0.29358706,197.98088,5.6602573,7,1
"9008500333",10.6647853285747,-9.51492566246306,0.057497293,10.626745,0.14466135,209.85689,2.534863,7,0
"9008500690",10.6680918327116,-9.73801298636085,0.056152176,10.354514,0.423722,150.54308,5.2443423,7,0
"9008500907",10.8770633180939,-9.73315559511792,0.05045598,10.200437,0.12212238,223.77577,2.0399468,8,0
"9008500987",10.7921703254853,-9.86147859985114,0.05049395,11.304707,0.096809916,156.75388,13.608749,2,0
"9011900084",14.16253310651,-1.29509954671485,0.050326977,10.658336,0.6432465,101.74915,6.7258296,8,0
"9011900150",14.1601065064299,-1.12598733440809,0.045282565,10.283888,0.64678514,238.12785,3.6578257,7,0
"9011900175",14.2196501610932,-1.159170212797,0.04577066,10.569044,0.18688865,159.08145,3.9398851,7,0
"9011900178",13.923854756517,-1.36788331545108,0.04137403,9.596442,0.5667309,116.34994,3.128012,7,0
"9011900210",14.1650538415704,-1.07849530025548,0.04447511,9.75946,0.6091427,247.75014,3.065284,7,0
"9011900229",14.2428406145516,-1.37937910477412,0.04924756,10.080228,0.4202841,243.60202,4.7339673,7,0
"9011900776",13.8576422432537,-0.742155888519311,0.044772297,10.388289,0.39594,89.87523,3.9006207,7,0
"9011900798",14.6275902850027,-1.32600470334677,0.046681948,9.216596,0.42328596,235.96309,2.2083762,3,0
"9011900912",13.4505893049341,-1.25891906291304,0.05331558,9.759474,0.6777854,171.73102,2.9954975,8,0
"9011901082",13.4493657747351,-0.923960141287154,0.04697907,10.300027,0.20155728,115.79704,5.885151,2,0
"9011902699",13.6266034573193,-2.40444576055571,0.044696327,9.698412,0.8099353,217.59438,2.1584885,2,0
"9016800039",18.6955931633977,0.524678331503582,0.045508567,10.840575,0.6108423,162.80717,3.943858,7,0
"9016800095",18.8080100563185,0.289318175326075,0.045949113,10.014639,0.37713,245.11565,4.6085606,8,0
"9016800259",18.7075652339763,0.69763271130472,0.046278156,9.850292,0.32590955,187.9459,1.6114199,7,0
"9016800304",18.8735285448005,0.169605242035887,0.043691073,9.943204,0.6489193,190.1266,2.386963,7,0
"9016800412",18.9133332457434,0.103060267095105,0.044157956,10.454427,0.40100098,242.6687,4.7697086,7,0
"9016800492",19.0566477358967,0.14255993574359,0.045931652,9.6221,0.5195317,220.29268,1.5720397,7,0
"9016800766",18.2268366856008,0.186853302130558,0.04323168,10.034213,0.45950052,243.15512,2.939778,2,0
"9239900277",329.120649567811,-7.75449432937433,0.056219228,10.723983,0.0030272796,233.60881,4.069179,8,0
"9239900398",329.632360514334,-8.0371943780372,0.057292,10.226522,0.54470396,259.33218,1.7414192,7,0
"9091700037",355.3740845,-29.3208065,0.052212305,11.595308,0.06047044,88.61763,9.568701,7,0
"9091700654",356.0071411,-28.9357071,0.05189817,10.097393,0.22314684,33.722004,3.42641,2,0
"9044200301",6.7005463,-32.7656479,0.050717924,10.616274,0.4010972,188.2058,3.7487223,7,0
"9044200305",6.7954707,-32.8635597,0.04790822,10.809989,0.48218426,150.47475,4.919923,8,0
"9044201029",6.7112136,-32.2970543,0.051578876,10.391879,0.63048166,123.66902,5.781401,2,0
"9403800016",356.8945312,-28.1542931,0.032226093,9.736897,0.5073327,130.47948,6.8646235,7,0
"9403800101",356.8672485,-28.2717781,0.03435706,10.266611,0.47326007,90.26927,3.0436428,7,0
"9403800140",357.1384888,-28.1449451,0.03238923,9.612344,0.5729459,-0.5883106,1.9322816,7,0
"9403800169",356.7076111,-28.1688709,0.032312814,10.551248,0.47015595,78.23067,7.8176994,7,0
"9403800637",357.3395996,-28.5415611,0.029282698,10.540259,0.70902556,42.701485,4.0243006,7,0
"9403801241",357.8433533,-28.3457508,0.028230807,9.659744,0.2601913,126.81632,3.0219064,2,0
"9403801281",355.9827881,-28.0972786,0.028461287,9.801854,0.39545888,64.31309,5.6163635,2,0
"9403801655",358.066864,-28.2289219,0.03298476,9.997172,0.6612903,131.47556,8.916061,2,0
"9403802714",357.4935303,-26.8574848,0.03416503,10.731458,0.30940482,58.30689,5.737734,2,0
"9011900001",14.0671544540651,-1.25536934215829,0.04452117,11.5877,0.20853871,217.45499,63.775894,7,0
"9011900012",14.0846518816389,-1.24254014993571,0.042267334,9.969811,0.25192127,168.96593,8.574883,7,0
